"country_region_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"GB","2020-05-22",-64.210843373494,-16.2319277108434,29.5753012048193,-50.2680722891566,-57.3975903614458,23.4096385542169
"IN","2020-05-22",-63.9039451114923,8.57118353344768,-37.4682675814751,-40.8096054888508,-22.6981132075472,17.2658662092624
"IT","2020-05-22",-36.8267716535433,-12.1889763779528,8.65354330708661,-43.1496062992126,-33.3385826771654,13.4566929133858
"NG","2020-05-22",-31.6521739130435,-20.0217391304348,-37.5434782608696,-32.695652173913,-26.8260869565217,20.9347826086957
"US","2020-05-22",-23.0830039525692,0.120553359683794,49.6679841897233,-23.4446640316206,-39.602766798419,14.4347826086957
"ZA","2020-05-22",-48.5,-24,-30.4,-57.2,-39.4,23.5
"AU","2020-05-23",-17.2978723404255,11.7659574468085,-26.531914893617,-30.0425531914894,-18.3297872340426,10.0957446808511
"BR","2020-05-23",-51.6284153005465,-5.82513661202186,-51.103825136612,-51.0901639344262,-18.0846994535519,14.1803278688525
"GB","2020-05-23",-70.4717741935484,-21.5524193548387,4.02016129032258,-50.4959677419355,-39.8911290322581,14.8790322580645
"IN","2020-05-23",-64.713058419244,6.46048109965636,-39.6426116838488,-41.754295532646,-22.8333333333333,17.1649484536082
"IT","2020-05-23",-37.9133858267717,-14.4330708661417,15.9055118110236,-34.8503937007874,-23.7716535433071,8.10236220472441
"NG","2020-05-23",-35.7209302325581,-25,-39.2325581395349,-35.7674418604651,-8.95348837209302,15.8837209302326
"US","2020-05-23",-27.5601750547046,0.0153172866520788,64.1247264770241,-19.7680525164114,-21.4026258205689,6.80087527352298
"ZA","2020-05-23",-49.2222222222222,-20.8888888888889,-40.2222222222222,-50.8888888888889,-17.7777777777778,15.8888888888889
"AU","2020-05-24",-22,2.52054794520548,-16.6575342465753,-35.7397260273973,-22.013698630137,8.82191780821918
"BR","2020-05-24",-64.0034965034965,-17.0769230769231,-60.7062937062937,-59.2202797202797,-15.7867132867133,14.0734265734266
"GB","2020-05-24",-69.9297297297297,-24.3567567567568,50.3567567567568,-44.1189189189189,-36.2594594594595,10.2810810810811
"IN","2020-05-24",-68.0295138888889,-2.68923611111111,-43.3854166666667,-45.9444444444444,-10.9461805555556,15.0798611111111
"IT","2020-05-24",-42.6639344262295,-39.1393442622951,21.672131147541,-35.3852459016393,-9.90163934426229,5.45081967213115
"NG","2020-05-24",-39.4193548387097,-30.8387096774194,-38.258064516129,-38.7096774193548,-3.35483870967742,16.4193548387097
"US","2020-05-24",-23.0344036697248,-1.40825688073395,82.4174311926605,-25.4288990825688,-24.1720183486239,5.10550458715596
"ZA","2020-05-24",-54.7,-26.9,-38.5,-61.4,-11.7,15.4
"AU","2020-05-25",-21.9384615384615,-0.530769230769231,-19.7461538461538,-38.5307692307692,-22.0923076923077,12.8461538461538
"BR","2020-05-25",-48.9014492753623,-11.4028985507246,-46.1710144927536,-52.2811594202899,-31.2724637681159,17.2028985507246
"GB","2020-05-25",-62.7087378640777,-22.3932038834951,154.427184466019,-51.2135922330097,-77.7912621359223,24.5582524271845
"IN","2020-05-25",-65.4027538726334,2.97418244406196,-36.2685025817556,-45.3614457831325,-34.0327022375215,18.9018932874355
"IT","2020-05-25",-31.2539682539683,-15.3888888888889,8.15873015873016,-42.1587301587302,-32.1428571428571,11.1904761904762
"NG","2020-05-25",-38.1794871794872,-28.2820512820513,-43.3333333333333,-38.9487179487179,-47.7948717948718,25.7179487179487
"US","2020-05-25",-27.0183486238532,-7.8394495412844,76.0619266055046,-39.1490825688073,-70.3509174311927,19.954128440367
"ZA","2020-05-25",-42.8,-23.3,-26.5,-54.4,-40.4,21.8
"AU","2020-05-26",-21.530303030303,1.34848484848485,-17.6439393939394,-37.2045454545455,-20.5606060606061,13.0227272727273
"BR","2020-05-26",-45.4228571428571,-8.15714285714286,-43.7714285714286,-47.7742857142857,-24.2228571428571,15.1114285714286
"GB","2020-05-26",-56.9820143884892,-11.521582733813,76.5323741007194,-45.0107913669065,-58.0647482014388,20.8812949640288
"IN","2020-05-26",-62.8364888123924,9.39586919104991,-35.6144578313253,-39.7297762478485,-22.8674698795181,15.5576592082616
"IT","2020-05-26",-31.7716535433071,-14.1181102362205,12.8661417322835,-40.4566929133858,-31.4488188976378,11.503937007874
"NG","2020-05-26",-37.7619047619048,-26.7619047619048,-41.5476190476191,-38.3333333333333,-46.9523809523809,25.0238095238095
"US","2020-05-26",-19.8378947368421,-2.05052631578947,48.3726315789474,-24.8884210526316,-38.1915789473684,13.4842105263158
"ZA","2020-05-26",-43.2,-23.1,-27.6,-52.3,-38.3,21
"AU","2020-05-27",-20.3759398496241,3.28571428571429,-13.6240601503759,-35.2857142857143,-19.9248120300752,12.984962406015
"BR","2020-05-27",-44.766081871345,-6.33625730994152,-41.2514619883041,-46.0584795321637,-23.6578947368421,15.3245614035088
"GB","2020-05-27",-58.6452702702703,-12.8952702702703,75.1452702702703,-44.3040540540541,-57.2567567567568,21.4628378378378
"IN","2020-05-27",-61.9137931034483,12.4155172413793,-36.3155172413793,-38.2172413793103,-20.6758620689655,15.1172413793103
"IT","2020-05-27",-31.5669291338583,-12.3228346456693,9.8503937007874,-39.9133858267717,-31.1023622047244,11.3070866141732
"NG","2020-05-27",-26.0888888888889,-15.8666666666667,-35.2444444444444,-29.6,-28.2444444444444,19.1555555555556
"US","2020-05-27",-19.0224489795918,-2.1,53.0081632653061,-23.6326530612245,-37.8551020408163,13.7897959183673
"ZA","2020-05-27",-40.2,-19.3,-25.7,-52.7,-37.5,21.6
"AU","2020-05-28",-20.4296875,3.3359375,-3.640625,-34.125,-20.78125,13.1484375
"BR","2020-05-28",-43.875,-4.50581395348837,-39.6976744186046,-45.8168604651163,-23.156976744186,15.1802325581395
"GB","2020-05-28",-57.936170212766,-10.8014184397163,86.4751773049645,-43.7021276595745,-57.0992907801418,21.3617021276596
"IN","2020-05-28",-61.9313893653516,11.9965694682676,-35.8644939965695,-38.8421955403088,-20.4459691252144,15.6192109777015
"IT","2020-05-28",-31.4015748031496,-11.5669291338583,7.8503937007874,-40.2204724409449,-31.251968503937,11.6220472440945
"NG","2020-05-28",-33.046511627907,-24.1395348837209,-38.5348837209302,-34.8372093023256,-31.3255813953488,21.8604651162791
"US","2020-05-28",-19.6114519427403,-1.0879345603272,43.1267893660532,-24.0163599182004,-37.5971370143149,14.0777096114519
"ZA","2020-05-28",-38.8,-16.4,-24.5,-52,-36.7,21.2
"AU","2020-05-29",-18.3769230769231,7.69230769230769,-9.05384615384615,-32.9461538461538,-18.7153846153846,12.5615384615385
"BR","2020-05-29",-42.2853333333333,2.21866666666667,-38.872,-44.488,-19.6266666666667,14.968
"GB","2020-05-29",-60.3758389261745,-10.8489932885906,81.8456375838926,-42.6107382550336,-55.8791946308725,21.2114093959732
"IN","2020-05-29",-61.0874785591767,15.0017152658662,-35.885077186964,-38.3893653516295,-18.6449399656947,15.3859348198971
"IT","2020-05-29",-34.0944881889764,-10.2125984251969,-2.5511811023622,-42.4724409448819,-31.8503937007874,12.6456692913386
"NG","2020-05-29",-26.7777777777778,-17.8666666666667,-34.5333333333333,-30,-22.9555555555556,19.1111111111111
"US","2020-05-29",-22.5445544554455,-2.71881188118812,50.2712871287129,-23.9940594059406,-35.8851485148515,14.009900990099
"ZA","2020-05-29",-39.6,-13.6,-27.8,-50.2,-34.9,21.1
"AU","2020-05-30",-14.5531914893617,11.4255319148936,7.24468085106383,-22.6276595744681,-13.4468085106383,8.34042553191489
"BR","2020-05-30",-44.9673024523161,3.56948228882834,-40.2506811989101,-44.9100817438692,-11.3324250681199,11.7956403269755
"GB","2020-05-30",-67.089928057554,-14.5107913669065,64.0719424460432,-37.9244604316547,-30.1906474820144,11.6258992805755
"IN","2020-05-30",-61.8127147766323,12.5841924398625,-38.340206185567,-39.1134020618557,-14.4364261168385,14.7989690721649
"IT","2020-05-30",-33.6825396825397,-10.5634920634921,12.547619047619,-32.5,-19.9761904761905,7.38095238095238
"NG","2020-05-30",-32.8604651162791,-24.0697674418605,-37.6046511627907,-32.7441860465116,-6.3953488372093,14.6279069767442
"US","2020-05-30",-24.3747178329571,-1.18510158013544,72.3318284424379,-16.7358916478555,-12.4672686230248,6.00902934537246
"ZA","2020-05-30",-39.5555555555556,-9.77777777777778,-36.6666666666667,-43,-9.66666666666667,13.6666666666667
"AU","2020-05-31",-17.8157894736842,4.44736842105263,0.315789473684211,-31.3552631578947,-16.8157894736842,7.73684210526316
"BR","2020-05-31",-57.735593220339,-8.12881355932203,-48.5186440677966,-52.9050847457627,-6.59661016949153,11.6135593220339
"GB","2020-05-31",-66.6095238095238,-18.3857142857143,76.7476190476191,-35.2238095238095,-26.4809523809524,8.58571428571429
"IN","2020-05-31",-64.9584055459272,3.92720970537262,-42.1507798960139,-42.8613518197574,-4.47313691507799,13.155979202773
"IT","2020-05-31",-36.1311475409836,-31.5491803278689,25.9918032786885,-32.5655737704918,-2.84426229508197,5.08196721311475
"NG","2020-05-31",-35.1176470588235,-26.2647058823529,-36.3529411764706,-35.8823529411765,3.76470588235294,14.9411764705882
"US","2020-05-31",-20.4350797266515,-2.58086560364465,85.3075170842825,-19.5421412300683,-15.127562642369,4.93849658314351
"ZA","2020-05-31",-42.7,-11.5,-33.9,-52.7,-0.7,12.3
"AU","2020-06-01",-19.3809523809524,-1.55555555555556,-20.6984126984127,-37.4761904761905,-23.3968253968254,12.5555555555556
"BR","2020-06-01",-41.0231213872832,-2.59248554913295,-42.5346820809249,-45.8583815028902,-19.7890173410405,14.0057803468208
"GB","2020-06-01",-53.7065217391304,-11.3768115942029,78.5615942028985,-39.9130434782609,-52.5760869565217,18.7355072463768
"IN","2020-06-01",-57.9569707401033,21.328743545611,-34.5593803786575,-35.1118760757315,-17.2667814113597,13.8605851979346
"IT","2020-06-01",-13.3008130081301,6.78048780487805,63.4146341463415,-33.9593495934959,-40.650406504065,9.78048780487805
"NG","2020-06-01",-27.8157894736842,-19.4736842105263,-36.6052631578947,-29.5,-25.4473684210526,19.0526315789474
"US","2020-06-01",-15.2532188841202,-0.369098712446352,51.4957081545064,-22.2360515021459,-35.1802575107296,11.6630901287554
"ZA","2020-06-01",-22.1,-2.4,-14.5,-39.1,-27.9,15.7
"AU","2020-06-02",-18.4740740740741,1.68888888888889,-25,-35.5925925925926,-18.3407407407407,12.1703703703704
"BR","2020-06-02",-41.7672413793103,-3.07471264367816,-43.0574712643678,-44.75,-21.448275862069,14.6063218390805
"GB","2020-06-02",-55.9139784946237,-12.7096774193548,86.5268817204301,-39.5698924731183,-53.1290322580645,19.2724014336918
"IN","2020-06-02",-57.8051724137931,20.5620689655172,-34.0120689655172,-33.6431034482759,-17.9068965517241,13.3810344827586
"IT","2020-06-02",-31.7272727272727,-46.5785123966942,142.95041322314,-42.4876033057851,-69.6694214876033,15.0247933884298
"NG","2020-06-02",-30.2325581395349,-21.3255813953488,-36.8139534883721,-32.6976744186046,-28.1860465116279,19.4883720930233
"US","2020-06-02",-15.7891304347826,1.37826086956522,59.9891304347826,-22.6260869565217,-36.2347826086957,12.5413043478261
"ZA","2020-06-02",-28.4,-10.8,-17.3,-39.8,-28.7,16.6
"AU","2020-06-03",-16.4436090225564,2.83458646616541,-12.3684210526316,-33.4285714285714,-18.0676691729323,11.984962406015
"BR","2020-06-03",-40.7953216374269,-1.16374269005848,-40.1812865497076,-42.5906432748538,-20.6666666666667,14.812865497076
"GB","2020-06-03",-60.2280701754386,-18.1315789473684,5.31286549707602,-48.0116959064327,-53.3245614035088,21.6315789473684
"IN","2020-06-03",-57.1317157712305,23.1507798960139,-34.8266897746967,-31.9150779896014,-16.7400346620451,13.1005199306759
"IT","2020-06-03",-26.2539682539683,-5.09523809523809,11.3333333333333,-31.2301587301587,-29.1031746031746,8.8968253968254
"NG","2020-06-03",-23.3111111111111,-12.6,-32.7777777777778,-25.8666666666667,-23.1555555555556,17.1333333333333
"US","2020-06-03",-14.7452631578947,2.57473684210526,56.4968421052632,-21.5473684210526,-36.5136842105263,12.5326315789474
"ZA","2020-06-03",-27.9,-9,-15.4,-40.2,-28.3,17.7
"AU","2020-06-04",-15.6875,2.8359375,-2.21875,-32.078125,-18.5234375,11.6953125
"BR","2020-06-04",-40.1907514450867,-0.228323699421965,-39.1676300578035,-42.8843930635838,-20.9190751445087,14.8208092485549
"GB","2020-06-04",-58.5030487804878,-14.9908536585366,29.0914634146341,-44.765243902439,-52.8506097560976,21.2469512195122
"IN","2020-06-04",-57.5145797598628,21.3070325900515,-35.0600343053173,-32.9777015437393,-16.704974271012,13.6689536878216
"IT","2020-06-04",-30.2380952380952,-9.11904761904762,-16.6190476190476,-38.031746031746,-30.6111111111111,11.3333333333333
"NG","2020-06-04",-25.7619047619048,-14.3571428571429,-33.8095238095238,-27.452380952381,-24.6190476190476,18.047619047619
"US","2020-06-04",-15.8251599147122,2.62686567164179,60.7611940298507,-21.1044776119403,-36.3880597014925,12.456289978678
"ZA","2020-06-04",-25.3,-3.7,-13,-40.7,-28.5,17.2
"AU","2020-06-05",-11.0151515151515,8.06818181818182,1.73484848484848,-28.4166666666667,-17.3030303030303,9.93939393939394
"BR","2020-06-05",-37.8850267379679,8.03475935828877,-38.7459893048128,-41.7459893048128,-17.9331550802139,14.7754010695187
"GB","2020-06-05",-61.5221238938053,-15.9410029498525,21.2005899705015,-47.4778761061947,-51.9852507374631,21.4660766961652
"IN","2020-06-05",-55.2955326460481,21.553264604811,-33.6374570446735,-33.3694158075601,-16.0996563573883,13.5945017182131
"IT","2020-06-05",-26.7142857142857,-8.26984126984127,5.00793650793651,-36.0396825396825,-30.1428571428571,10.7063492063492
"NG","2020-06-05",-24.7954545454545,-14.5681818181818,-30.6818181818182,-27.5681818181818,-18.6363636363636,17.2272727272727
"US","2020-06-05",-19.325,0.10625,54.8458333333333,-21.8145833333333,-35.41875,12.41875
"ZA","2020-06-05",-32.4,-11.7,-19.6,-40.8,-27.8,17.5
"AU","2020-06-06",-10.6315789473684,4.55789473684211,3.57894736842105,-20.4842105263158,-13.7684210526316,6.32631578947368
"BR","2020-06-06",-39.3351206434316,9.87399463806971,-41.2680965147453,-41.6729222520107,-10.2707774798928,11.9276139410188
"GB","2020-06-06",-67.9049295774648,-20.7922535211268,-8.23591549295775,-48.5598591549296,-32.1760563380282,13.8239436619718
"IN","2020-06-06",-55.4750430292599,21.1239242685026,-35.7624784853701,-33.6764199655766,-12.4578313253012,13.0946643717728
"IT","2020-06-06",-22.6428571428571,-9.11904761904762,39.8174603174603,-21.3492063492063,-17.7777777777778,4.1984126984127
"NG","2020-06-06",-29.7441860465116,-19.5348837209302,-32.4418604651163,-29.8372093023256,-1.97674418604651,12.8604651162791
"US","2020-06-06",-21.734693877551,1,72.3061224489796,-16.2018140589569,-13.671201814059,5.16553287981859
"ZA","2020-06-06",-34.6666666666667,-10.2222222222222,-26.7777777777778,-36.5555555555556,-6.88888888888889,11.8888888888889
"AU","2020-06-07",-13.6794871794872,-1.93589743589744,-5.29487179487179,-29.3205128205128,-16.8333333333333,5.3974358974359
"BR","2020-06-07",-53.6013513513514,-3.19932432432432,-48.3074324324324,-51.1452702702703,-5.21959459459459,12.0371621621622
"GB","2020-06-07",-66.9082125603865,-23.0048309178744,25.6038647342995,-43.5555555555556,-27.8937198067633,9.98550724637681
"IN","2020-06-07",-59.3240901213172,11.9289428076256,-39.6967071057192,-37.4610051993068,-3.7261698440208,11.6672443674177
"IT","2020-06-07",-30.3934426229508,-26.7049180327869,16.2213114754098,-29.0901639344262,-3.0327868852459,3.5
"NG","2020-06-07",-31.4705882352941,-21.2941176470588,-29.4411764705882,-33.5,7.47058823529412,13.3235294117647
"US","2020-06-07",-17.8513513513514,-1.56981981981982,79.1036036036036,-18.1306306306306,-16.2815315315315,4.47072072072072
"ZA","2020-06-07",-40.3,-15.2,-24.8,-49.5,-0.1,11.4
"AU","2020-06-08",-11.5046728971963,0.803738317757009,31.4299065420561,-43.0747663551402,-51.9532710280374,14.6168224299065
"BR","2020-06-08",-35.265306122449,1.73760932944606,-37.1282798833819,-42.2886297376093,-17.3206997084548,13.4373177842566
"GB","2020-06-08",-53.9477351916376,-15.7003484320557,50.4878048780488,-43.8188153310105,-50.8571428571429,19.1289198606272
"IN","2020-06-08",-51.6107266435986,28.840830449827,-32.2387543252595,-30.522491349481,-14.2941176470588,12.1868512110727
"IT","2020-06-08",-22.96,-11.824,-2.4,-36.896,-28.256,9.2
"NG","2020-06-08",-25.8378378378378,-16.6486486486486,-32.7027027027027,-28.6486486486486,-23.0540540540541,16.6756756756757
"US","2020-06-08",-14.271948608137,-1.49464668094218,54.6231263383298,-21.7473233404711,-34.2976445396146,11.1049250535332
"ZA","2020-06-08",-29.7,-12.3,-17.1,-40.9,-26.1,16
"AU","2020-06-09",-14.7651515151515,2.82575757575758,-13.3863636363636,-32.3939393939394,-18.3333333333333,10.969696969697
"BR","2020-06-09",-37.3130434782609,-1.60289855072464,-40.5652173913044,-41.7536231884058,-19.1594202898551,13.7565217391304
"GB","2020-06-09",-54.7894736842105,-14.9122807017544,66.0350877192982,-43.0912280701754,-50.9964912280702,19.3859649122807
"IN","2020-06-09",-52.7702936096718,24.3540587219344,-32.6010362694301,-30.7720207253886,-15.5682210708117,12.1554404145078
"IT","2020-06-09",-20.2301587301587,-10.1190476190476,17.0079365079365,-33.5714285714286,-27.8174603174603,8.68253968253968
"NG","2020-06-09",-28.7906976744186,-18.5116279069767,-32.0697674418605,-30.9767441860465,-25.8372093023256,18.3720930232558
"US","2020-06-09",-14.1982942430704,-0.0554371002132196,54.407249466951,-22.3219616204691,-35.3304904051173,11.9616204690832
"ZA","2020-06-09",-32.1,-14.4,-17.8,-40.5,-26,16
"AU","2020-06-10",-15.7669172932331,-0.157894736842105,-22.6541353383459,-33.9473684210526,-17.2330827067669,11.7593984962406
"BR","2020-06-10",-31.868804664723,7.51603498542274,-35.8950437317784,-38.1545189504373,-18.5655976676385,12.5772594752187
"GB","2020-06-10",-58.593567251462,-17.2719298245614,7.17251461988304,-49.0438596491228,-51.5701754385965,21.2046783625731
"IN","2020-06-10",-51.0726643598616,28.6262975778547,-32.4256055363322,-28.5034602076125,-14.2975778546713,11.6470588235294
"IT","2020-06-10",-20.7380952380952,-9.61111111111111,7.30952380952381,-33.9603174603175,-27.7460317460317,8.87301587301587
"NG","2020-06-10",-22.3095238095238,-12.0238095238095,-28.6904761904762,-27.9047619047619,-21.952380952381,16.7142857142857
"US","2020-06-10",-12.7058823529412,0.752100840336134,61.4495798319328,-20.6743697478992,-35.5693277310924,11.6974789915966
"ZA","2020-06-10",-32.9,-14.9,-18.5,-42.3,-26.6,17.8
"AU","2020-06-11",-14.578125,2.546875,-4.1796875,-31.2578125,-17.078125,11.140625
"BR","2020-06-11",-51.9134328358209,-12.9611940298507,-36.0119402985075,-54.3611940298507,-50.889552238806,20.6805970149254
"GB","2020-06-11",-56.7212121212121,-15.630303030303,19.0575757575758,-49.1272727272727,-51.2727272727273,21.1757575757576
"IN","2020-06-11",-49.8106712564544,28.0602409638554,-31.8037865748709,-29.7177280550775,-15.2306368330465,12.3304647160069
"IT","2020-06-11",-18.1190476190476,-6.46031746031746,11.6746031746032,-33.2063492063492,-27.9444444444444,8.57142857142857
"NG","2020-06-11",-25.4285714285714,-15.2619047619048,-30.952380952381,-28.3333333333333,-23.7857142857143,17.5238095238095
"US","2020-06-11",-13.8678414096916,1.01982378854626,65.5154185022026,-20.363436123348,-35.9801762114537,11.8259911894273
"ZA","2020-06-11",-29.1,-11.4,-19.3,-43.7,-27.7,18.1
"AU","2020-06-12",-11.3435114503817,5.99236641221374,-11.0381679389313,-29.0534351145038,-14.7251908396947,10.1145038167939
"BR","2020-06-12",-26.8191780821918,13.8356164383562,-28.3780821917808,-42.4876712328767,-24.4575342465753,14.6904109589041
"GB","2020-06-12",-59.3293768545994,-15.8753709198813,17.3738872403561,-48.7240356083086,-50.0890207715134,21.1305637982196
"IN","2020-06-12",-48.6884681583477,31.368330464716,-31.8777969018933,-28.1927710843373,-14.2788296041308,12
"IT","2020-06-12",-16.7301587301587,-6.00793650793651,45.3333333333333,-28.5555555555556,-27.531746031746,6.86507936507936
"NG","2020-06-12",-24.6,-13.6222222222222,-31.3555555555556,-28.3333333333333,-32.8888888888889,21.1333333333333
"US","2020-06-12",-16.6870897155361,0.442013129102845,76.2560175054705,-18.8249452954048,-34.7614879649891,10.855579868709
"ZA","2020-06-12",-34.3,-16.9,-23,-44.2,-26.9,18.3
"AU","2020-06-13",-8.77083333333333,7.40625,-5.375,-22.71875,-8.4375,7.04166666666667
"BR","2020-06-13",-42.5188172043011,-1.7258064516129,-38.0618279569892,-45.3225806451613,-11.2956989247312,12.0967741935484
"GB","2020-06-13",-62.5890410958904,-14.5616438356164,61.5171232876712,-38.4041095890411,-22.3493150684932,10.7294520547945
"IN","2020-06-13",-51.5310344827586,24.4810344827586,-34.1120689655172,-32.1379310344828,-17.251724137931,12.9275862068966
"IT","2020-06-13",-20.944,-10.848,41.896,-21.32,-15.28,2.968
"NG","2020-06-13",-25.7380952380952,-17.1904761904762,-29.047619047619,-28.1190476190476,0.261904761904762,12.7142857142857
"US","2020-06-13",-18.5133819951338,1.57664233576642,94.1094890510949,-10.5912408759124,-10.992700729927,3.8345498783455
"ZA","2020-06-13",-37.1111111111111,-16.3333333333333,-29.1111111111111,-39.8888888888889,-6.11111111111111,13.2222222222222
"AU","2020-06-14",-11.6875,4.3375,-8.0125,-29.6125,-12.7875,6.6375
"BR","2020-06-14",-55.3678929765886,-11.5451505016722,-49.7023411371237,-51.943143812709,-4.00334448160535,11.6086956521739
"GB","2020-06-14",-62.03125,-18.8794642857143,76.4910714285714,-35.6116071428571,-19.2321428571429,7.80357142857143
"IN","2020-06-14",-55.8717504332756,14.9133448873484,-37.9064124783362,-35.5632582322357,-4.54939341421144,11.0779896013865
"IT","2020-06-14",-20.5655737704918,-20.1885245901639,46.2540983606557,-18.0327868852459,3.50819672131148,0.614754098360656
"NG","2020-06-14",-30.7647058823529,-20.7941176470588,-29.1764705882353,-32.0294117647059,9.05882352941176,13.9117647058824
"US","2020-06-14",-14.1852731591449,-0.736342042755344,99.4513064133017,-13.8384798099762,-13.4133016627078,3.19002375296912
"ZA","2020-06-14",-43,-23.3,-26.4,-52.3,-0.6,12.8
"AU","2020-06-15",-13.6015625,2.5234375,-7.78125,-30.2734375,-14.6171875,9.6484375
"BR","2020-06-15",-36.9360465116279,-3.52616279069767,-41.1308139534884,-43.6598837209302,-17.9622093023256,14.1162790697674
"GB","2020-06-15",-43.8790035587189,-12.3772241992883,69.4555160142349,-40.0106761565836,-48.9430604982206,17.423487544484
"IN","2020-06-15",-48.9393414211438,29.2287694974003,-30.8682842287695,-30.1715771230503,-16.892547660312,11.6811091854419
"IT","2020-06-15",-15.8306451612903,-8.60483870967742,23.6693548387097,-30.1290322580645,-25.9354838709677,6.62096774193548
"NG","2020-06-15",-22,-14.4210526315789,-28.9736842105263,-28.3157894736842,-21.3157894736842,15.8157894736842
"US","2020-06-15",-11.9330357142857,-0.96875,62.9910714285714,-19.7142857142857,-34.3638392857143,10.4709821428571
"ZA","2020-06-15",-20.4,-7.2,-13.1,-41.3,-30.9,16.3
"AU","2020-06-16",-13.6268656716418,1.65671641791045,-11.3880597014925,-30.910447761194,-15.9925373134328,10.2313432835821
"BR","2020-06-16",-37.5185185185185,-2.96866096866097,-38.7464387464387,-42.3960113960114,-18.7749287749288,14.0997150997151
"GB","2020-06-16",-47.3174061433447,-11.3515358361775,59.4539249146758,-41.4129692832765,-49.4095563139932,18.580204778157
"IN","2020-06-16",-49.6303972366149,26.979274611399,-29.9844559585492,-29.873920552677,-16.4075993091537,11.1588946459413
"IT","2020-06-16",-14.0238095238095,-7.11904761904762,37.5,-28.5079365079365,-25.5873015873016,7.07142857142857
"NG","2020-06-16",-23.7435897435897,-14.7692307692308,-31.5897435897436,-27,-23.5897435897436,16.7179487179487
"US","2020-06-16",-10.9420935412027,1.5924276169265,74.4409799554566,-19.1893095768374,-34.988864142539,11.0311804008909
"ZA","2020-06-16",-44.7,-30.2,-11.9,-60,-65.7,28.1
"AU","2020-06-17",-12.9925925925926,2.22222222222222,-16.4962962962963,-29.9111111111111,-16.2074074074074,10.7333333333333
"BR","2020-06-17",-37.7982456140351,-2.79824561403509,-36.7777777777778,-41.3654970760234,-18.7485380116959,14.0555555555556
"GB","2020-06-17",-49.2633228840125,-12.2100313479624,41.7586206896552,-42.4764890282132,-49.2476489028213,19.1786833855799
"IN","2020-06-17",-49.2780656303972,28.566493955095,-32.2849740932642,-28.9170984455959,-15.4870466321244,11.4645941278066
"IT","2020-06-17",-14.6269841269841,-7.27777777777778,31.468253968254,-28.2380952380952,-25.3730158730159,6.84126984126984
"NG","2020-06-17",-23.25,-14.3636363636364,-30.2272727272727,-26.6818181818182,-21.5454545454545,17.5909090909091
"US","2020-06-17",-10.8040540540541,1.63513513513514,77.4279279279279,-18.5135135135135,-35.7657657657658,10.9527027027027
"ZA","2020-06-17",-28.2,-12.7,-18.3,-44,-27,17
"AU","2020-06-18",-11.671875,2.75,-0.5859375,-28.8125,-16.703125,10.203125
"BR","2020-06-18",-37.6878612716763,-3.55202312138728,-35.2658959537572,-42.0317919075145,-19.0404624277457,14.0231213872832
"GB","2020-06-18",-52.2255192878338,-14.1097922848665,9.08308605341246,-48.2492581602374,-50.7655786350148,20.3916913946588
"IN","2020-06-18",-49.9758620689655,23.2413793103448,-32.3810344827586,-31.1534482758621,-16.151724137931,12.1344827586207
"IT","2020-06-18",-12.6746031746032,-7.85714285714286,46.3095238095238,-26.031746031746,-25.4444444444444,5.94444444444444
"NG","2020-06-18",-29.8333333333333,-21.2142857142857,-32.4523809523809,-33.3333333333333,-25.5952380952381,20.0714285714286
"US","2020-06-18",-11.3534675615213,2.33557046979866,77.8747203579418,-17.4697986577181,-35.8008948545861,10.7270693512304
"ZA","2020-06-18",-27.6,-12.2,-16,-46.7,-28.6,16.9
"AU","2020-06-19",-7.43939393939394,7.48484848484848,0.378787878787879,-25.5378787878788,-14.3636363636364,8.75757575757576
"BR","2020-06-19",-37.466307277628,0.269541778975741,-35.2371967654987,-41.4528301886792,-16.1078167115903,14.1212938005391
"GB","2020-06-19",-51.6637168141593,-9.61356932153392,30.8938053097345,-42.6283185840708,-48.4778761061947,18.9203539823009
"IN","2020-06-19",-49.2168674698795,25.84165232358,-32.0671256454389,-30.3958691910499,-15.0877796901893,12.2444061962134
"IT","2020-06-19",-12.976,-5.728,55.44,-24.008,-26,5.608
"NG","2020-06-19",-20.3111111111111,-11.2444444444444,-23.3555555555556,-26.2222222222222,-15.9777777777778,15.6
"US","2020-06-19",-14.9736263736264,1.98901098901099,80.1296703296703,-17.0307692307692,-35.632967032967,9.83956043956044
"ZA","2020-06-19",-31.5,-15.3,-20.6,-45.8,-27.4,16.9
"AU","2020-06-20",-5.95876288659794,7.55670103092783,5.24742268041237,-18.4742268041237,-7.80412371134021,5.71134020618557
"BR","2020-06-20",-40.2680965147453,3.03485254691689,-34.8230563002681,-41.3538873994638,-6.62466487935657,11.4718498659517
"GB","2020-06-20",-54.5544217687075,-7.00680272108844,63.687074829932,-31.5612244897959,-18.9421768707483,8.64625850340136
"IN","2020-06-20",-50.8339100346021,21.4861591695502,-34.2387543252595,-32.6159169550173,-12.6868512110727,12.0259515570934
"IT","2020-06-20",-13.6031746031746,-8.63492063492063,81.968253968254,-9.49206349206349,-12.6666666666667,-0.0793650793650794
